"","animal_id","animal_name","animal_type","primary_color","secondary_color","sex","dob","intake_date","intake_condition","intake_type","intake_subtype","reason_for_intake","outcome_date","crossing","jurisdiction","outcome_type","outcome_subtype","latitude","longitude","outcome_is_dead","was_outcome_alive","geopoint","color","intake"
"1688","A727162","*lacey","cat","black",NA,"Spayed",2024-06-15,2024-08-20,"normal","welfare seized",NA,NA,2024-09-26,"1900 BLK HARBOR AVE, LONG BEACH, CA 90810","Long Beach","rescue","littlelion",33.7918583,-118.2101233,FALSE,TRUE,"33.7918583, -118.2101233","black","normal"
"1689","A727156","queenie","cat","white","black","Female",NA,2024-08-20,"normal","welfare seized",NA,NA,2024-08-30,"1900 BLK HARBOR AVE, LONG BEACH, CA 90810","Long Beach","rescue","littlelion",33.7918583,-118.2101233,FALSE,TRUE,"33.7918583, -118.2101233","white","normal"
"1690","A615103","*dallas","cat","gray","white","Spayed",2018-06-23,2018-09-23,"normal","stray","trap",NA,2018-10-02,"200 BLK E RANDOLPH PL, LONG BEACH, CA 90807","Long Beach","shelter, neuter, return","straycatal",33.8315074,-118.190772,FALSE,TRUE,"33.8315074, -118.190772","grey","normal"
"1691","A727164","*zephyr","cat","black",NA,"Neutered",2024-03-15,2024-08-20,"normal","welfare seized",NA,NA,2024-09-21,"1900 BLK HARBOR AVE, LONG BEACH, CA 90810","Long Beach","adoption","web",33.7918583,-118.2101233,FALSE,TRUE,"33.7918583, -118.2101233","black","normal"
"1692","A727155","*cali","cat","calico",NA,"Spayed",2022-09-02,2024-08-20,"normal","welfare seized",NA,NA,2024-09-05,"1900 BLK HARBOR AVE, LONG BEACH, CA 90810","Long Beach","rescue","kittybunga",33.7918583,-118.2101233,FALSE,TRUE,"33.7918583, -118.2101233","multi","normal"
"1693","A671677","*rajah","cat","orange","white","Neutered",2021-03-13,2022-03-13,"normal","stray","otc",NA,2022-03-25,"1900 BLK HENDERSON AVE, LONG BEACH, CA 90806","Long Beach","transfer","spcala",33.7917434,-118.1974135,FALSE,TRUE,"33.7917434, -118.1974135","orange","normal"
"1694","A691868","*tiny tim","cat","gray",NA,"Male",2022-01-14,2023-01-14,"ill mild","stray","otc",NA,2023-01-21,"1900 BLK HENDERSON LB CA 90806","Long Beach","euthanasia","ill severe",33.7917434,-118.1974135,TRUE,FALSE,"33.7917434, -118.1974135","grey","mild"
"1695","A592580",NA,"cat","orange tabby",NA,"Female",2017-05-10,2017-06-28,"ill mild","stray","field",NA,2017-06-29,"200 BLK E WILLARD ST, LONG BEACH, CA 90806","Long Beach","rescue","catpaws",33.7944645,-118.1908772,FALSE,TRUE,"33.7944645, -118.1908772","orange","mild"
"1696","A649499","*girly","cat","black",NA,"Spayed",2015-10-09,2020-10-01,"normal","stray","otc",NA,2020-10-17,"1900 BLK LEES AVE, LONG BEACH, CA 90815","Long Beach","adoption","web",33.7903315,-118.0980639,FALSE,TRUE,"33.7903315, -118.0980639","black","normal"
"1697","A692265",NA,"cat","orange","white","Male",2017-01-21,2023-01-21,"ill severe","stray","field",NA,2023-01-21,"1900 BLK LEMON AVE","Long Beach","euthanasia","ill severe",33.7912724,-118.1784109,TRUE,FALSE,"33.7912724, -118.1784109","orange","severe"
"1698","A649819","a649819","cat","white","gray","Neutered",2020-04-07,2020-10-09,"normal","stray","trap",NA,2020-10-13,"200 BLK GRAND AVE, LONG BEACH, CA 90803","Long Beach","shelter, neuter, return","straycatal",33.7625858,-118.1480942,FALSE,TRUE,"33.7625858, -118.1480942","white","normal"
"1699","A550705","mew two","cat","brown  tabby",NA,"Spayed",2015-03-02,2018-06-17,"normal","stray","otc",NA,2018-06-20,"200 BLK MONROVIA AVE, LONG BEACH, CA 90803","Long Beach","return to owner","walkin",33.76424,-118.1321192,FALSE,TRUE,"33.76424, -118.1321192","other","normal"
"1700","A585415","*amelia","cat","brown  tabby",NA,"Female",2007-02-04,2017-02-04,"ill moderatete","stray","field",NA,2017-04-04,"1900 BLK LEMON AVE, LONG BEACH, CA 90806","Long Beach","rescue","catpaws",33.7912724,-118.1784109,FALSE,TRUE,"33.7912724, -118.1784109","other","moderate"
"1701","A665792","cookie","cat","brown  tabby",NA,"Neutered",2021-08-10,2021-10-25,"normal","stray","field",NA,2021-10-31,"1900 BLK LEMON AVE, LONG BEACH, CA 90806","Long Beach","foster to adopt",NA,33.7912724,-118.1784109,FALSE,TRUE,"33.7912724, -118.1784109","other","normal"
"1702","A711469","bubba","cat","orange tabby","white","Neutered",2022-06-01,2024-03-29,"ill moderatete","stray","otc",NA,2024-05-01,"200 BLK PACIFIC AVE LONG BEACH CA 90802","Long Beach","adoption",NA,33.7692907,-118.1936646,FALSE,TRUE,"33.7692907, -118.1936646","orange","moderate"
"1703","A654675","murphy","cat","black","white","Neutered",2021-01-05,2021-03-06,"normal","stray","otc",NA,2021-03-12,"200 BLK PARK AVE, LONG BEACH CA 90803","Long Beach","adoption","web",33.76166,-118.13794,FALSE,TRUE,"33.76166, -118.13794","black","normal"
"1704","A654678","sesame","cat","seal point","tan","Spayed",2021-01-05,2021-03-06,"normal","stray","otc",NA,2021-03-12,"200 BLK PARK AVE, LONG BEACH CA 90803","Long Beach","adoption","web",33.76166,-118.13794,FALSE,TRUE,"33.76166, -118.13794","grey","normal"
"1705","A722989","*sassy","cat","white","gray","Spayed",2024-05-19,2024-06-18,"ill mild","stray","field",NA,2024-09-20,"1900 BLK MYRTLE AVE, LONG BEACH, CA 90806","Long Beach","adoption","web",33.7918069,-118.181593,FALSE,TRUE,"33.7918069, -118.181593","white","mild"
"1706","A725131","*yun","cat","blue",NA,"Spayed",2024-06-08,2024-07-19,"ill mild","stray","otc",NA,2024-09-05,"1900 BLK N LIME AVE LONG BEACH CA 90806","Long Beach","adoption","web",33.7917036,-118.1839546,FALSE,TRUE,"33.7917036, -118.1839546","blue","mild"
"1707","A590370","margaux","cat","black","white","Female",2012-05-17,2017-05-17,"normal","owner surrender","otc","no time",2017-08-04,"200 BLK ROSWELL AVE, LONG BEACH, CA 90803","Long Beach","rescue","catpaws",33.7623675,-118.1437454,FALSE,TRUE,"33.7623675, -118.1437454","black","normal"
"1708","A682384","shelby","cat","gray",NA,"Spayed",2022-07-22,2022-08-22,"normal","stray","field",NA,2022-08-31,"1900 BLK ORANGE AVE, LONG BEACH, CA 90806","Long Beach","adoption","web",33.7912728,-118.1757677,FALSE,TRUE,"33.7912728, -118.1757677","grey","normal"
"1709","A678984","*dot","cat","black","white","Male",2022-05-06,2022-07-06,"normal","stray","otc",NA,2022-07-10,"200 BLK ROSWELL AVE, LONG BEACH, CA 90803","Long Beach","adoption",NA,33.7623675,-118.1437454,FALSE,TRUE,"33.7623675, -118.1437454","black","normal"
"1710","A733095","*nespresso","cat","orange tabby",NA,"Neutered",2020-11-23,2024-11-23,"normal","stray","otc",NA,2024-12-08,"1900 BLK OREGON AVE LONG BEACH CA 90806","Long Beach","community cat","commcat",33.7917007,-118.2017597,FALSE,TRUE,"33.7917007, -118.2017597","orange","normal"
"1711","A714378","*trusty","cat","orange tabby",NA,"Neutered",2016-02-26,2024-02-02,"ill moderatete","stray","field",NA,2024-04-10,"1900 BLK PASADENA","Long Beach","adoption","web",33.7916728,-118.1872251,FALSE,TRUE,"33.7916728, -118.1872251","orange","moderate"
"1712","A700180","*chara","cat","calico tabby",NA,"Female",2023-04-16,2023-06-04,"ill mild","stray","otc",NA,2023-06-14,"1900 BLK PASADENA AVE LONG BEACH 90806","Long Beach","rescue","littlelion",33.7916728,-118.1872251,FALSE,TRUE,"33.7916728, -118.1872251","multi","mild"
"1713","A707609",NA,"cat","orange tabby",NA,"Unknown",2023-09-17,2023-09-24,"ill moderatete","stray","field",NA,2023-09-28,"200 BLK SAN GABRIEL AVE","Long Beach","euthanasia","at vet",33.7921271,-118.2238597,TRUE,FALSE,"33.7921271, -118.2238597","orange","moderate"
"1714","A700181","*mitzi","cat","orange",NA,"Spayed",2023-04-16,2023-06-04,"ill mild","stray","otc",NA,2023-06-09,"1900 BLK PASADENA AVE LONG BEACH 90806","Long Beach","adoption",NA,33.7916728,-118.1872251,FALSE,TRUE,"33.7916728, -118.1872251","orange","mild"
"1715","A594713","meowser","cat","orange tabby",NA,"Neutered",2017-05-03,2017-09-21,"feral","stray","otc",NA,2018-01-12,"200 BLK TEMPLE AVE, LONG BEACH, CA 90803","Long Beach","adoption","pfe/pawshp",33.7648718,-118.1589781,FALSE,TRUE,"33.7648718, -118.1589781","orange","feral_fractious"
"1716","A595002","*savannah","cat","tortie",NA,"Spayed",2015-08-09,2017-08-09,"feral","stray","otc",NA,2017-09-05,"200 BLK TEMPLE AVE, LONG BEACH, CA 90803","Long Beach","shelter, neuter, return","straycatal",33.7648718,-118.1589781,FALSE,TRUE,"33.7648718, -118.1589781","multi","feral_fractious"
"1717","A663512","*","cat","black",NA,"Spayed",2016-09-16,2021-09-10,"normal","stray","otc",NA,2021-09-15,"200 BLK W 10TH ST, LONG BEACH, CA 90813","Long Beach","community cat",NA,33.7789749,-118.1937493,FALSE,TRUE,"33.7789749, -118.1937493","black","normal"
"1718","A703919",NA,"cat","white","black","Female",2023-07-18,2023-07-29,"ill moderatete","stray","otc",NA,2023-07-29,"1900 BLK RAYMOND AVE SIGNAL HILL CA 90755","Signal Hill","euthanasia","ill severe",33.7918753,-118.1642211,TRUE,FALSE,"33.7918753, -118.1642211","white","moderate"
"1719","A652740","shadow","cat","gray","white","Female",2010-12-30,2020-12-30,"normal","welfare seized","owner died",NA,2020-12-31,"200 BLK W 3RD ST, LONG BEACH, CA 90802","Long Beach","return to owner","fre rid hm",33.7705027,-118.193653,FALSE,TRUE,"33.7705027, -118.193653","grey","normal"
"1720","A639837","*gumdrop","cat","black",NA,"Spayed",2019-09-12,2020-02-12,"normal","stray","otc",NA,2020-03-05,"200 BLK W 53RD ST, LONG BEACH CA 90805","Long Beach","adoption","pfe/pawshp",33.8523987,-118.2008257,FALSE,TRUE,"33.8523987, -118.2008257","black","normal"
"1721","A639835","norain","cat","black",NA,"Spayed",2019-09-12,2020-02-12,"normal","stray","otc",NA,2020-02-26,"200 BLK W 53RD ST, LONG BEACH CA 90805","Long Beach","adoption","walkin",33.8523987,-118.2008257,FALSE,TRUE,"33.8523987, -118.2008257","black","normal"
"1722","A711899","*wendy","cat","calico","white","Spayed",2021-12-14,2023-12-14,"ill mild","stray","otc",NA,2024-01-30,"200 BLK W 67TH STREET LONG BEACH CA 90805","Long Beach","community cat",NA,33.8768403,-118.2056244,FALSE,TRUE,"33.8768403, -118.2056244","multi","mild"
"1723","A707769","*ohana","cat","gray tabby",NA,"Spayed",2023-06-29,2023-09-28,"ill mild","stray","otc",NA,2024-02-21,"200 BLK W 67TH WAY LONG BEACH CA 90805","Long Beach","community cat",NA,33.8768403,-118.2056244,FALSE,TRUE,"33.8768403, -118.2056244","grey","mild"
"1724","A718235","*creamsicle","cat","orange tabby","white","Neutered",2020-04-07,2024-04-07,"ill moderatete","stray","field",NA,2024-05-12,"200 BLK W 67TH WAY, LB 90805","Long Beach","community cat",NA,33.8768403,-118.2056244,FALSE,TRUE,"33.8768403, -118.2056244","orange","moderate"
"1725","A681182","*mystery","cat","orange",NA,"Male",2022-04-30,2022-07-30,"ill severe","stray","otc",NA,2022-09-02,"200 BLK W 67TH WAY, LONG BEACH CA 90805","Long Beach","adoption",NA,33.8768403,-118.2056244,FALSE,TRUE,"33.8768403, -118.2056244","orange","severe"
"1726","A689922","*eleazar","cat","orange tabby",NA,"Neutered",2022-09-02,2022-12-02,"normal","stray","otc",NA,2022-12-17,"200 BLK W 67TH WAY, LONG BEACH, CA 90805","Long Beach","adoption",NA,33.8768403,-118.2056244,FALSE,TRUE,"33.8768403, -118.2056244","orange","normal"
"1727","A652297","bond","cat","orange",NA,"Neutered",2017-11-01,2020-10-23,"normal","owner surrender","otc","escapes",2020-11-05,"1900 BLK W SPRING ST, LONG BEACH, CA 90810","Long Beach","adoption","web",33.8114932,-118.217828,FALSE,TRUE,"33.81149320000001, -118.217828","orange","normal"
"1728","A708956","*appaloosa","cat","black","white","Female",2023-09-11,2023-10-18,"ill mild","stray","otc",NA,2024-01-05,"1900 BLKK LEMON AVE LONG BEACH CA 90806","Long Beach","transfer","other resc",33.815278,-118.1784991,FALSE,TRUE,"33.815278, -118.1784991","black","mild"
"1729","A733146",NA,"cat","gray tabby","white","Female",2018-11-25,2024-11-25,"ill severe","stray","otc",NA,2024-11-25,"1900 BLOCK RAYMOND AVE SIGNAL HILL 90755","Signal Hill","euthanasia","ill severe",33.7918765,-118.1641727,TRUE,FALSE,"33.7918765, -118.1641727","grey","severe"
"1730","A715593","*unknown","cat","white","gray","Unknown",2024-01-25,2024-02-25,"ill severe","owner surrender","otc",NA,2024-02-25,"1900 BLOCK RAYMOND AVE., SIGNAL HILL CA 90755","Signal Hill","euthanasia","ill severe",33.7918766,-118.164179,TRUE,FALSE,"33.7918766, -118.164179","white","severe"
"1731","A715036","*croissant","cat","orange tabby","white","Neutered",2016-02-15,2024-02-15,"normal","owner surrender","otc",NA,2024-03-20,"1900 BLOCK RAYMOND AVE., SIGNAL HILL, CA 90755","Signal Hill","adoption","web",33.7918766,-118.164179,FALSE,TRUE,"33.7918766, -118.164179","orange","normal"
"1732","A715035","lola","cat","gray tabby","white","Spayed",2023-02-15,2024-02-15,"normal","owner surrender","otc",NA,2024-03-16,"1900 BLOCK RAYMOND AVE., SIGNAL HILL, CA 90755","Signal Hill","adoption","web",33.7918766,-118.164179,FALSE,TRUE,"33.7918766, -118.164179","grey","normal"
"1733","A728025","*monty","cat","brown  tabby","white","Neutered",2021-09-01,2024-09-01,"ill mild","stray","otc",NA,2024-09-15,"200 BLOCK E 51ST ST, LONG BEACH CA","Long Beach","community cat","commcat",33.8484217,-118.1916461,FALSE,TRUE,"33.8484217, -118.1916461","other","mild"
"1734","A623313","*cheddar","cat","calico",NA,"Spayed",2016-03-16,2019-03-16,"normal","stray","otc",NA,2019-03-27,"1900 E 10TH ST, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.778778,-118.1685627,FALSE,TRUE,"33.778778, -118.1685627","multi","normal"
"1735","A718116","harpo","cat","gray",NA,"Neutered",2022-04-05,2024-04-05,"normal","owner surrender","otc","owner prob",2024-06-14,"200 BLOCK W 6TH ST, LONG BEACH CA","Long Beach","rescue","kittybunga",33.7741151,-118.1938057,FALSE,TRUE,"33.7741151, -118.1938057","grey","normal"
"1736","A636324","kidder","cat","brown  tabby",NA,"Neutered",2006-11-16,2019-11-16,"normal","stray","otc",NA,2019-12-17,"1900 E 4TH ST, LONG BEACH CA 90802","District2","euthanasia","ill severe",33.7714683,-118.1686631,TRUE,FALSE,"33.7714683, -118.1686631","other","normal"
"1737","A652333",NA,"cat","black","white","Male",NA,2020-12-18,"ill moderatete","stray","field",NA,2020-12-19,"1900 E 56TH ST, LONG BEACH, CA 90805","Long Beach","euthanasia","at vet",33.8576061,-118.1695264,TRUE,FALSE,"33.8576061, -118.1695264","black","moderate"
"1738","A591138","*donut","cat","gray",NA,"Neutered",2014-06-01,2017-06-01,"feral","stray","otc",NA,2017-06-15,"1900 E 7TH ST, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7751008,-118.1686541,FALSE,TRUE,"33.7751008, -118.1686541","grey","feral_fractious"
"1739","A639639","smokey","cat","black",NA,"Female",2019-02-08,2020-02-08,"normal","stray","otc",NA,2020-02-14,"1900 E PACIFIC COAST HWY, LONG BEACH, CA 90806","Long Beach","transfer","spcala",33.7898708,-118.1687286,FALSE,TRUE,"33.7898708, -118.1687286","black","normal"
"1740","A636864","a636864*april","cat","brown  tabby","white","Spayed",2019-07-15,2019-11-30,"normal","stray","otc",NA,2019-12-03,"1900 HENDERSON AVE, LONG BEACH, CA 90806","Long Beach","shelter, neuter, return","straycatal",33.7917434,-118.1974135,FALSE,TRUE,"33.7917434, -118.1974135","other","normal"
"1741","A629550",NA,"cat","brown  tabby",NA,"Female",2019-04-09,2019-07-09,"normal","stray","otc",NA,2019-07-17,"1900 LEMON AVE, LONG BEACH, CA 90806","Long Beach","transfer","spcala",33.7912724,-118.1784109,FALSE,TRUE,"33.7912724, -118.1784109","other","normal"
"1742","A634386",NA,"cat","black","white","Male",2019-08-23,2019-09-29,"normal","stray","otc",NA,2019-10-05,"1900 MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90806","Long Beach","rescue","littlepaws",33.7914622,-118.1803622,FALSE,TRUE,"33.7914622, -118.1803622","black","normal"
"1743","A610450",NA,"cat","gray","white","Female",2018-03-30,2018-06-30,"normal","stray","otc",NA,2018-08-01,"200 E MOUNTAIN VIEW ST, LONG BEACH, CA 90805","Long Beach","rescue","fndanifoun",33.8517802,-118.19174,FALSE,TRUE,"33.8517802, -118.19174","grey","normal"
"1744","A617932","*mistletoe","cat","brown  tabby","white","Spayed",2016-11-24,2018-11-24,"fractious","stray","otc",NA,2018-12-13,"1900 MONTAIR AVE, LONG BEACH, CA 90815","Long Beach","shelter, neuter, return","straycatal",33.79009,-118.1259594,FALSE,TRUE,"33.79009, -118.1259594","other","feral_fractious"
"1745","A594394","*figgy","cat","gray",NA,"Female",2017-03-28,2017-07-28,"normal","stray","otc",NA,2017-08-25,"200 E SPRING ST, LONG BEACH, CA 90806","Long Beach","rescue","littlelion",33.8113779,-118.190686,FALSE,TRUE,"33.8113779, -118.190686","grey","normal"
"1746","A594395","*kiwi","cat","gray",NA,"Female",2017-03-28,2017-07-28,"normal","stray","otc",NA,2017-08-25,"200 E SPRING ST, LONG BEACH, CA 90806","Long Beach","rescue","littlelion",33.8113779,-118.190686,FALSE,TRUE,"33.8113779, -118.190686","grey","normal"
"1747","A594393","*mama mango","cat","black",NA,"Spayed",2014-07-28,2017-07-28,"normal","stray","otc",NA,2017-11-30,"200 E SPRING ST, LONG BEACH, CA 90806","Long Beach","adoption","pfe/pawshp",33.8113779,-118.190686,FALSE,TRUE,"33.8113779, -118.190686","black","normal"
"1748","A584861",NA,"cat","orange tabby","white","Male",2014-01-20,2017-01-20,"normal","stray","otc",NA,2017-01-26,"200 E SUNSET ST, LONG BEACH, CA 90805","Long Beach","transfer","spcala",33.8490301,-118.1916076,FALSE,TRUE,"33.8490301, -118.1916076","orange","normal"
"1749","A594705","*harriet","cat","black",NA,"Spayed",2017-04-03,2017-08-03,"normal","stray","otc",NA,2017-08-17,"200 LIME AVE, LONG BEACH, CA 90802","Long Beach","transfer","spcala",33.7693158,-118.1836987,FALSE,TRUE,"33.7693158, -118.1836987","black","normal"
"1750","A626615",NA,"cat","calico",NA,"Female",2019-03-18,2019-05-18,"fractious","stray","otc",NA,2019-05-26,"19000 ALIDA AVE, CERRITOS, CA 90703","Cerritos","euthanasia","ill modera",33.8528787,-118.0774022,TRUE,FALSE,"33.8528787, -118.0774022","multi","feral_fractious"
"1751","A628979","monster","cat","white",NA,"Neutered",2005-06-27,2019-06-27,"normal","owner surrender","otc","move",2019-08-17,"19000 BLK ALLINGHAM AVE, CERRITOS, CA 90703","Cerritos","adoption","walkin",33.8577446,-118.0988196,FALSE,TRUE,"33.8577446, -118.0988196","white","normal"
"1752","A628981","granam","cat","brown","black","Neutered",2017-06-27,2019-06-27,"normal","owner surrender","otc","move",2019-07-18,"19000 BLK ALLINGHAM AVE, CERRITOS, CA 90703","Cerritos","transfer","spcala",33.8577446,-118.0988196,FALSE,TRUE,"33.8577446, -118.0988196","brown","normal"
"1753","A729175","*ellie","cat","brown  tabby",NA,"Spayed",2024-09-02,2024-09-30,"ill mild","stray","field",NA,2024-11-12,"200 OLIVE AVE LONG BEACH CA 90802","Long Beach","adoption","walkin",33.7692457,-118.1824473,FALSE,TRUE,"33.7692457, -118.1824473","other","mild"
"1754","A648510","*pheonix","cat","black","white","Female",2020-07-09,2020-09-09,"ill mild","stray","otc",NA,2020-09-10,"19000 BLK FALCON CIR, CERRITOS, CA 90701","Cerritos","rescue","sbacc",33.851632,-118.0689388,FALSE,TRUE,"33.851632, -118.0689388","black","mild"
"1755","A626994",NA,"cat","black","brown","Male",2019-02-25,2019-05-25,"normal","stray","otc",NA,2019-06-01,"19000 BLK GRIDLEY RD, CERRITOS, CA 90703","Cerritos","adoption","spcala",33.858195,-118.0908586,FALSE,TRUE,"33.85819499999999, -118.0908586","black","normal"
"1756","A594664",NA,"cat","brown  tabby",NA,"Female",2017-05-02,2017-08-02,"normal","stray","otc",NA,2017-08-24,"200 TEMPLE AVE, LONG BEACH, CA 90803","Long Beach","rescue","littlelion",33.7648718,-118.1589781,FALSE,TRUE,"33.7648718, -118.1589781","other","normal"
"1757","A593987","duffy","cat","tan","brown","Female",2008-07-21,2017-07-21,"feral","owner surrender","otc","owner prob",2017-08-12,"200 W 5TH ST, LONG BEACH, CA 90802","Long Beach","adoption","walkin",33.7729189,-118.1936594,FALSE,TRUE,"33.7729189, -118.1936594","tan","feral_fractious"
"1758","A665267","scotch","cat","orange tabby",NA,"Spayed",2014-10-14,2021-10-14,"normal","stray","otc",NA,2021-12-17,"200 W OCEAN BLVD, LONG BEACH, CA 90802","Long Beach","adoption","promotion",33.7668558,-118.1941291,FALSE,TRUE,"33.7668558, -118.1941291","orange","normal"
"1759","A667286","*cody","cat","white",NA,"Neutered",2019-11-27,2021-11-27,"ill moderatete","stray","otc",NA,2022-01-08,"19000 BLK RAY CIR, CERRITOS, CA 90703","Cerritos","adoption","pfe/pawshp",33.8528536,-118.0798749,FALSE,TRUE,"33.8528536, -118.0798749","white","moderate"
